,發生時間,發生地點,死亡受傷人數,車種,經度,緯度,data_id
1445,108年10月20日 18時30分00秒,臺南市南區大成路2段北側 / 臺南市南區夏林路,死亡1;受傷0,普通重型-機車;自用-大貨車,120.19538100000001,22.974941,108a11445
1446,108年10月20日 23時25分00秒,新北市中和區中正路 / 新北市中和區圓通路,死亡1;受傷2,行人-人;普通重型-機車;普通重型-機車,121.495971,24.994081,108a11446
1447,108年10月21日 00時20分00秒,新北市中和區圓通路367巷33弄前0.0公尺,死亡1;受傷0,腳踏自行車-慢車,121.495981,24.984676,108a11447
1448,108年10月21日 17時20分00秒,高雄市鼓山區河西一路319號前0.0公尺前,死亡1;受傷1,自用-小客車;行人-人;自用-小客車;普通重型-機車;普通輕型-機車,120.28171200000001,22.642618,108a11448
1449,108年10月21日 18時14分00秒,臺中市北區賴福里中清路一段前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人,120.6748,24.163106,108a11449
1450,108年10月21日 20時11分00秒,高雄市茄萣區正大路南下號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.2114,22.88053,108a11450
1451,108年10月22日 05時31分00秒,臺中市大雅區員林里中清路四段158號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.643148,24.228417,108a11451
1452,108年10月22日 11時45分00秒,彰化縣彰化市大竹里彰南路2段 / 彰化縣彰化市大竹里彰南路2段,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.582748,24.084068,108a11452
1453,108年10月22日 16時25分00秒,高雄市苓雅區四維三路 / 高雄市苓雅區學源街,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車,120.310854,22.61918,108a11453
1454,108年10月22日 16時30分33秒,桃園市龍潭區中豐路口 / 桃園市龍潭區中豐路口,死亡1;受傷1,自用-小客車;行人-人;行人-人,121.211799,24.880271,108a11454
1455,108年10月22日 17時40分00秒,屏東縣萬丹鄉水泉村萬新路1162號前,死亡1;受傷1,普通重型-機車;行人-人,120.488798,22.576906,108a11455
1456,108年10月23日 02時37分00秒,桃園市中壢區普慶里環中東路667號前0.0公尺東側,死亡1;受傷0,自用-小客車;電動自行車-慢車,121.24705700000001,24.956143,108a11456
1457,108年10月24日 03時10分00秒,彰化縣溪湖鎮湖東里東興路368號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.48409,23.965388,108a11457
1458,108年10月24日 09時09分23秒,花蓮縣秀林鄉台9線 172公里700.0公尺處附近,死亡1;受傷0,營業用-曳引車,121.682146,24.212169,108a11458
1459,108年10月24日 14時41分00秒,屏東縣屏東市環河路前7000.0公尺附近,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用);乘客-人,120.49933500000002,22.671682,108a11459
1460,108年10月24日 15時35分00秒,桃園市龜山區華亞三路附近 / 桃園市龜山區樂善街附近,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.379135,25.035567999999998,108a11460
1461,108年10月24日 17時59分05秒,新竹縣新埔鎮新關路五埔段766號前,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),121.098891,24.819612,108a11461
1462,108年10月24日 18時09分39秒,嘉義縣梅山鄉梅北村台3線道267.4公里附近,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.547777,23.588488,108a11462
1463,108年10月25日 06時39分00秒,彰化縣二林鎮後厝里斗苑路4段 / 彰化縣二林鎮後厝里竹林路3段,死亡1;受傷0,腳踏自行車-慢車;遊覽車-大客車,120.385283,23.899075,108a11463
1464,108年10月25日 08時06分00秒,屏東縣內埔鄉老埤村學府路口 / 屏東縣內埔鄉老埤村壽比路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.59550700000001,22.640884,108a11464
1465,108年10月25日 12時30分08秒,臺南市仁德區中山路624號前0.0公尺,死亡1;受傷0,營業用-大貨車;普通輕型-機車;自用-小貨車(含客、貨兩用),120.250825,22.971984,108a11465
1466,108年10月25日 12時50分00秒,桃園市楊梅區電研路36號,死亡1;受傷0,自用-大貨車;普通重型-機車,121.16615900000001,24.951211999999998,108a11466
1467,108年10月25日 17時22分30秒,臺南市西港區慶安里省道臺19線口 / 臺南市西港區慶安里區道南34線口,死亡1;受傷0,普通重型-機車;自用-小客車,120.20266399999998,23.125353,108a11467
1468,108年10月25日 21時37分00秒,臺南市安南區台江大道2段1300號東側,死亡1;受傷0,普通重型-機車,120.197599,23.05976,108a11468
1469,108年10月26日 05時51分00秒,新北市新莊區中正路253號前0.0公尺,死亡1;受傷1,行人-人;自用-小客車;行人-人,121.45000900000001,25.03549,108a11469
1470,108年10月26日 09時00分12秒,新竹縣竹北市新興路附近 / 新竹縣竹北市中正西路附近,死亡1;受傷0,自用-小客車;行人-人,120.995204,24.843027,108a11470
1471,108年10月26日 09時44分00秒,桃園市復興區基國派路228號前0.0公尺南側,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人,121.338495,24.836285999999998,108a11471
1472,108年10月26日 12時44分00秒,新北市新莊區新北大道 / 新北市新莊區五工六路,死亡1;受傷2,自用-小客車;普通重型-機車;乘客-人,121.45,25.033333,108a11472
1473,108年10月26日 12時58分00秒,桃園市龜山區明興街八德外役監獄側門前,死亡1;受傷0,普通重型-機車,121.331428,24.980845000000002,108a11473
1474,108年10月26日 13時09分00秒,嘉義縣朴子市松華里台19線與170縣道(口),死亡1;受傷0,普通重型-機車;營業用-曳引車,120.24694,23.414329000000002,108a11474
1475,108年10月26日 14時15分00秒,新竹縣新埔鎮新湖路00581號路燈處,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車,121.01724399999999,24.853154,108a11475
1476,108年10月26日 15時07分00秒,臺中市東勢區新盛里東關路六段525號前0.0公尺,死亡1;受傷1,租賃車-小客車;乘客-人,120.836633,24.231208,108a11476
1477,108年10月26日 17時27分00秒,屏東縣長治鄉復興路116號前,死亡1;受傷0,腳踏自行車-慢車;自用-小貨車(含客、貨兩用);自用-小客車,120.535756,22.678329,108a11477
1478,108年10月27日 01時15分54秒,新竹縣關西鎮大同里32-4號前,死亡1;受傷0,普通重型-機車;自用-小客車,121.148096,24.805194,108a11478
1479,108年10月27日 01時53分00秒,臺東縣臺東市興安路1段150號前0.0公尺,死亡1;受傷0,普通重型-機車,121.12768799999999,22.788769,108a11479
1480,108年10月27日 07時24分00秒,屏東縣九如鄉國道3號 387公里300.0公尺處南側向內側,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.452619,22.764598,108a11480
1481,108年10月27日 09時48分00秒,屏東縣里港鄉載興路(載興牌樓),死亡1;受傷0,營業用-大貨車;普通輕型-機車,120.523545,22.776554,108a11481
1482,108年10月28日 06時50分05秒,桃園市觀音區台61線快速道路38.1K處往北大園方向,死亡1;受傷0,營業用-曳引車;營業用-曳引車;自用-大貨車,121.090294,25.052356,108a11482
1483,108年10月28日 07時16分00秒,苗栗縣苗栗市台6線 10公里,死亡1;受傷0,自用-大貨車;自用-小貨車(含客、貨兩用),120.838232,24.58746,108a11483
1484,108年10月28日 08時20分00秒,雲林縣虎尾鎮安溪里安溪183之9號旁路口,死亡1;受傷2,自用-小客車;行人-人;乘客-人,120.44417,23.73561,108a11484
1485,108年10月28日 11時05分00秒,雲林縣西螺鎮九隆里九隆15-1號前,死亡1;受傷0,自用-小客車,120.43646899999999,23.753312,108a11485
1486,108年10月28日 11時10分00秒,新竹市東區光復路二段175號對面,死亡1;受傷0,營業用-大貨車;行人-人,120.992194,24.799425,108a11486
1487,108年10月28日 11時55分00秒,屏東縣竹田鄉履豐村產業道路段,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.52503100000001,22.620282,108a11487
1488,108年10月28日 17時12分00秒,臺南市柳營區八翁里長榮路6段2號,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.302959,23.273876,108a11488
1489,108年10月28日 18時03分48秒,宜蘭縣三星鄉大德路2段111號前0.0公尺附近,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車;自用-小客車,121.70278,24.690064000000003,108a11489
1490,108年10月28日 18時54分00秒,新北市淡水區中山北路2段177號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.44408200000001,25.184768,108a11490
1491,108年10月29日 02時49分00秒,臺中市大里區永隆里永隆路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,120.676318,24.112123,108a11491
1492,108年10月29日 06時03分00秒,臺南市安南區興安路東側 / 臺南市安南區慶安路南側,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.214124,23.041485,108a11492
1493,108年10月29日 19時26分00秒,臺南市新營區三仙里中華路南側 / 臺南市新營區正義街,死亡1;受傷1,腳踏自行車-慢車;普通輕型-機車,120.312173,23.304782,108a11493
1494,108年10月30日 03時26分01秒,花蓮縣新城鄉中正路附近 / 花蓮縣新城鄉新順興路附近,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.648587,24.126056,108a11494
1495,108年10月30日 18時04分00秒,屏東縣屏東市復興南路二段前0.0公尺附近,死亡1;受傷1,普通重型-機車;普通重型-機車,120.48603,22.654184,108a11495
1496,108年10月31日 11時21分00秒,高雄市前金區自立一路29號前0.0公尺前,死亡1;受傷1,普通重型-機車;普通輕型-機車,120.2976,22.63482,108a11496
1497,108年10月31日 17時20分29秒,桃園市中壢區新生路3段口 / 桃園市中壢區大圳路口,死亡1;受傷1,自用-大貨車;普通重型-機車;普通重型-機車;乘客-人,121.222176,24.987178,108a11497
1498,108年10月31日 18時41分36秒,新竹縣新豐鄉竹1線附近 / 新竹縣新豐鄉永寧街附近,死亡1;受傷0,自用-小客車;行人-人,120.985551,24.902787,108a11498
1499,108年11月01日 00時38分00秒,臺中市大肚區國道3號 188公里300.0公尺處北側向外側,死亡1;受傷0,自用-小客車;自用-半聯結車,120.53753799999998,24.17035,108a11499
1500,108年11月01日 07時05分28秒,臺南市北區大港街104號附近,死亡1;受傷1,普通重型-機車;普通重型-機車,120.19103799999999,23.013898,108a11500
1501,108年11月01日 08時01分00秒,臺中市龍井區竹坑里沙田路四段236號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.544789,24.179308,108a11501
1502,108年11月01日 12時06分00秒,嘉義縣太保市梅埔里產業道路近電桿春珠41東分999,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.33503200000001,23.438244,108a11502
1503,108年11月01日 16時02分51秒,桃園市龍潭區文化路口 / 桃園市龍潭區淮子埔路口,死亡1;受傷0,普通重型-機車;自用-小客車,121.245535,24.850069,108a11503
1504,108年11月01日 20時10分00秒,嘉義縣東石鄉溪下村嘉9線2.5公里北向一般車道,死亡1;受傷0,自用-小客車;行人-人,120.190018,23.494094,108a11504
1505,108年11月01日 21時50分00秒,屏東縣萬丹鄉新庄村萬順路一段與屏56鄉道路口,死亡1;受傷0,普通重型-機車,120.493936,22.565246,108a11505
1506,108年11月01日 22時00分14秒,雲林縣北港鎮華勝路441號前,死亡1;受傷1,自用-大貨車;普通重型-機車;乘客-人;自用-小客車,120.30578100000001,23.620817000000002,108a11506
1507,108年11月01日 22時27分36秒,臺南市仁德區太子里太子路462號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人,120.252801,22.991678,108a11507
1508,108年11月02日 01時59分00秒,新北市新店區寶橋路233號前0.0公尺,死亡1;受傷0,普通重型-機車,121.551327,24.978996,108a11508
1509,108年11月02日 05時45分00秒,高雄市旗津區旗津二路前 / 高雄市旗津區中港街,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.294031,22.578881,108a11509
1510,108年11月02日 10時17分00秒,彰化縣溪州鄉國道1號 223公里300.0公尺處北側向內側,死亡1;受傷5,自用-小客車;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,120.48479499999999,23.832316,108a11510
1511,108年11月02日 11時50分00秒,桃園市龍潭區中豐路上林段242號前0.0公尺附近,死亡1;受傷0,行人-人;營業用-曳引車,121.205615,24.861151,108a11511
1512,108年11月02日 22時05分29秒,嘉義縣竹崎鄉灣橋村李厝66號,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.52247,23.493398000000003,108a11512
1513,108年11月03日 12時41分00秒,高雄市鳳山區國泰路2段 / 高雄市鳳山區國泰路2段,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用),120.350875,22.617788,108a11513
1514,108年11月03日 16時17分00秒,臺中市和平區自由里東崎路二段前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小客車;乘客-人,120.90871000000001,24.291895,108a11514
1515,108年11月03日 19時03分20秒,南投縣竹山鎮福興里鯉南路,死亡1;受傷0,自用-小客車,120.66739,23.726329999999997,108a11515
1516,108年11月04日 11時42分00秒,南投縣集集鎮中集路與中溝農路,死亡1;受傷0,普通重型-機車;計程車-小客車,120.77918999999999,23.824346,108a11516
1517,108年11月04日 16時45分00秒,高雄市旗山區旗屏二路0號前0.0公尺,死亡1;受傷1,自用-小客車;乘客-人,120.504246,22.831728,108a11517
1518,108年11月04日 17時19分26秒,臺南市歸仁區中山路1段151號前0.0公尺,死亡1;受傷1,營業用-大貨車;小型輕型-機車;普通重型-機車,120.30748899999999,22.964297,108a11518
1519,108年11月05日 05時19分00秒,雲林縣崙背鄉大有村大有158號前,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用);乘客-人;乘客-人,120.307772,23.75882,108a11519
1520,108年11月05日 14時08分00秒,臺中市龍井區忠和里中山二路二段251號前0.0公尺,死亡1;受傷0,普通重型-機車,120.532105,24.211910999999997,108a11520
1521,108年11月05日 17時30分00秒,彰化縣花壇鄉三春村彰員路1段559號前0.0公尺,死亡1;受傷0,營業用-曳引車;行人-人,120.566717,24.014297,108a11521
1522,108年11月05日 20時37分00秒,南投縣南投市中華路南崗大橋上南投市路燈52024號前,死亡1;受傷0,行人-人;自用-小客車,120.67550700000001,23.94323,108a11522
1523,108年11月06日 09時03分00秒,嘉義縣太保市田尾里產業道路近電桿編號:TS105B50號路口附近,死亡1;受傷0,自用-大貨車;普通重型-機車,120.34389399999999,23.502372,108a11523
1524,108年11月07日 01時00分35秒,南投縣埔里鎮大湳里信義路40號前0.0公尺西側,死亡1;受傷0,普通重型-機車,120.976851,23.973802,108a11524
1525,108年11月07日 04時41分00秒,臺中市南屯區豐樂里文心南路前0.0公尺,死亡1;受傷0,自用-小客車,120.64656000000001,24.126371,108a11525
1526,108年11月07日 06時30分00秒,屏東縣枋山鄉台1線 458公里900.0公尺處北側向內側,死亡1;受傷0,普通重型-機車;自用-小客車,120.65298899999999,22.261031,108a11526
1527,108年11月07日 06時45分00秒,雲林縣斗六市鎮北里北祥街390號旁,死亡1;受傷1,自用-小客車;普通重型-機車,120.554557,23.716562,108a11527
1528,108年11月07日 07時32分00秒,雲林縣莿桐鄉雲54與產業道路口,死亡1;受傷1,自用-小客車;普通重型-機車,120.544799,23.759257,108a11528
1529,108年11月07日 10時50分00秒,基隆市安樂區八德路43號前0.0公尺,死亡1;受傷0,營業用-小貨車(含客、貨兩用);行人-人,121.72853300000001,25.116459,108a11529
1530,108年11月07日 11時42分00秒,新竹縣竹北市舊中正橋旁下坡處,死亡1;受傷0,拼裝車-其他車;普通重型-機車,121.06156100000001,24.787374,108a11530
1531,108年11月07日 22時58分00秒,新北市汐止區大同路2段 / 新北市汐止區建成路,死亡1;受傷0,自用-小客車;普通重型-機車,121.651338,25.064712,108a11531
1532,108年11月08日 03時18分20秒,桃園市八德區茄苳里中華路535號前0.0公尺,死亡1;受傷0,普通重型-機車,121.272074,24.978811,108a11532
1533,108年11月08日 08時56分00秒,高雄市大寮區鳳林二路 / 高雄市大寮區188縣道,死亡1;受傷0,自用-大貨車;普通重型-機車,120.40560500000001,22.585476,108a11533
1534,108年11月08日 13時40分00秒,臺北市中山區復興北路 / 臺北市中山區五常街,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.54419299999999,25.064269,108a11534
1535,108年11月08日 22時08分00秒,高雄市大寮區188縣道 / 高雄市大寮區華中路,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.428749,22.591873,108a11535
