,發生時間,發生地點,死亡受傷人數,車種,經度,緯度,data_id
284,108年02月18日 14時25分00秒,基隆市仁愛區南榮路198號南榮公墓前,死亡2;受傷0,行人-人;自用-小客車;行人-人,121.744376,25.112762,108a1284
285,108年02月18日 14時31分00秒,彰化縣二林鎮香田里儒林路前0.0公尺,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.37133700000001,23.873271,108a1285
286,108年02月18日 17時16分00秒,高雄市小港區沿海三路0號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.368298,22.526675,108a1286
287,108年02月18日 18時47分00秒,高雄市茄萣區東方路1段前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,120.2146,22.876260000000002,108a1287
288,108年02月18日 21時13分00秒,高雄市岡山區岡山路 / 高雄市岡山區嘉新西路,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,120.29231000000001,22.801654,108a1288
289,108年02月18日 22時10分00秒,雲林縣古坑鄉桂林村桃源路8-8號,死亡1;受傷0,大型重型1(550C.C.以上)-機車,120.594508,23.598717,108a1289
290,108年02月19日 06時09分00秒,臺中市大肚區蔗廍里向上路五段前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.5827,24.172598,108a1290
291,108年02月19日 07時35分08秒,苗栗縣竹南鎮大埔里想思林33號前,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.895303,24.714047,108a1291
292,108年02月19日 10時02分00秒,嘉義市東區盧厝里大雅路1段 / 嘉義市東區盧厝里大雅路1段,死亡1;受傷1,普通重型-機車;普通重型-機車,120.4964,23.48174,108a1292
293,108年02月19日 16時51分00秒,臺北市士林區格致路 / 臺北市士林區愛富二街,死亡1;受傷0,民營客運-大客車;行人-人,121.549125,25.137193,108a1293
294,108年02月19日 18時43分00秒,苗栗縣三義鄉國道1號 150公里900.0公尺處北側向外側,死亡1;受傷1,營業用-大貨車;營業用-半聯結車;乘客-人,120.756243,24.389298,108a1294
295,108年02月20日 05時05分00秒,新竹縣新埔鎮義民路3段506巷口,死亡1;受傷1,行人-人;普通重型-機車,121.032902,24.844777,108a1295
296,108年02月20日 09時24分00秒,彰化縣花壇鄉南口村中山路2段前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.53551399999999,24.036578,108a1296
297,108年02月20日 10時35分12秒,南投縣草屯鎮國道6號 5公里西側向交流道,死亡1;受傷0,營業用-半聯結車,120.71568500000001,24.007216,108a1297
298,108年02月20日 21時16分10秒,新竹市東區公道五路二段口 / 新竹市東區水源街口,死亡1;受傷0,自用-小客車;普通重型-機車,120.99386299999999,24.804672,108a1298
299,108年02月21日 06時20分00秒,臺南市玉井區台20線 35公里東側向路肩,死亡1;受傷0,自用-小客車,120.47570900000001,23.111913,108a1299
300,108年02月21日 09時23分00秒,高雄市大寮區中正路近文化路號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.387583,22.618481,108a1300
301,108年02月21日 10時18分00秒,高雄市鳳山區博愛路239號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.36997099999999,22.629392000000003,108a1301
302,108年02月21日 12時11分33秒,桃園市觀音區崙坪里忠愛路1段307號前0.0公尺南側,死亡1;受傷0,自用-小貨車(含客、貨兩用);大型重型1(550C.C.以上)-機車;自用-小客車,121.162019,24.996761,108a1302
303,108年02月21日 17時30分00秒,桃園市蘆竹區八德一路口 / 桃園市蘆竹區寶順街口,死亡1;受傷0,自用-小客車;普通重型-機車,121.34456100000001,25.065860999999998,108a1303
304,108年02月21日 17時58分00秒,臺北市內湖區南京東路6段368巷10號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.58659399999999,25.059159,108a1304
305,108年02月22日 07時09分00秒,臺北市內湖區民權東路6段21巷前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,121.58251299999999,25.068316,108a1305
306,108年02月22日 11時53分00秒,高雄市阿蓮區仁愛路崗山381路燈號前0.0公尺,死亡1;受傷0,普通重型-機車,120.3347,22.86262,108a1306
307,108年02月22日 18時37分00秒,臺東縣太麻里鄉泰和村臺9線口 / 臺東縣太麻里鄉泰和村太麻里街口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.007676,22.614323000000002,108a1307
308,108年02月22日 19時46分58秒,桃園市中壢區中華路1段口 / 桃園市中壢區復華街口,死亡1;受傷0,自用-小客車;普通重型-機車;營業用-曳引車,121.248015,24.968343,108a1308
309,108年02月22日 20時45分00秒,高雄市旗山區旗南一路236之1號前0.0公尺前,死亡1;受傷1,普通重型-機車;行人-人;自用-小客車,120.4728,22.86937,108a1309
310,108年02月23日 19時04分02秒,臺南市六甲區二甲里中山路446號對面無名巷內市區道路電桿鳳營高幹37右3N1440FD63,死亡1;受傷0,普通重型-機車,120.34378799999999,23.232552,108a1310
311,108年02月24日 00時19分21秒,臺南市龍崎區縣182線 23公里700.0公尺處西側向外側,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.401159,22.94734,108a1311
312,108年02月24日 00時38分00秒,桃園市蘆竹區國道2號 8公里300.0公尺處西側,死亡1;受傷0,自用-小貨車(含客、貨兩用),121.26691699999999,25.026494,108a1312
313,108年02月24日 09時13分55秒,花蓮縣吉安鄉中央路一段與稻香路口以北150公尺處,死亡1;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人,121.567854,23.965723,108a1313
314,108年02月24日 18時29分00秒,嘉義縣番路鄉江西村159甲線8K處,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人,120.512069,23.477265,108a1314
315,108年02月25日 11時18分00秒,桃園市大溪區東龍街780巷前0.0公尺附近,死亡1;受傷1,自用-小客車;自用-小客車,121.251089,24.895851999999998,108a1315
316,108年02月25日 15時00分00秒,臺中市烏日區烏日里新興路前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.621852,24.105086,108a1316
317,108年02月25日 19時16分00秒,彰化縣彰化市國聖里中山路3段前0.0公尺,死亡1;受傷1,普通重型-機車;動力機械-其他車;普通重型-機車,120.581193,24.104004,108a1317
318,108年02月26日 06時16分00秒,桃園市桃園區豐林里介壽路46號前,死亡1;受傷1,行人-人;普通重型-機車,121.310845,24.986188000000002,108a1318
319,108年02月26日 11時48分30秒,苗栗縣竹南鎮公義里公義路與香山交流道往南入口處,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.90654099999999,24.734044,108a1319
320,108年02月26日 17時34分00秒,屏東縣屏東市大春路附近 / 屏東縣屏東市大春路口,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.50143,22.624963,108a1320
321,108年02月26日 19時03分00秒,臺北市北投區西安街1段 / 臺北市北投區東陽街,死亡1;受傷0,自用-大貨車;行人-人,121.516876,25.111995,108a1321
322,108年02月26日 20時00分00秒,臺北市中山區中山北路1段 / 臺北市中山區天津街,死亡1;受傷0,自用-小客車;行人-人,121.52319299999999,25.05077,108a1322
323,108年02月26日 20時07分00秒,新竹縣竹北市東興路一段300號,死亡1;受傷0,營業用-曳引車;大型重型2(250-550C.C.)-機車,121.032699,24.816833,108a1323
324,108年02月26日 22時07分00秒,桃園市八德區介壽路二段1352巷前0.0公尺附近,死亡1;受傷2,普通重型-機車;腳踏自行車-慢車;普通重型-機車,121.296705,24.927317000000002,108a1324
325,108年02月26日 22時08分00秒,新北市中和區南山路170號前0.0公尺,死亡1;受傷0,民營公車-大客車;行人-人,121.50473999999998,24.991492,108a1325
326,108年02月26日 22時20分00秒,雲林縣臺西鄉海北村民權路120之3號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.200296,23.704988,108a1326
327,108年02月27日 08時00分00秒,臺中市新社區永源里東山街88-65號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車,120.79588600000001,24.215348000000002,108a1327
328,108年02月27日 14時17分00秒,高雄市鳳山區鳳頂路 / 高雄市鳳山區中安街,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.358713,22.584958,108a1328
329,108年02月27日 17時14分00秒,新北市貢寮區臺2丙線道路前0.0公尺,死亡1;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人,121.930245,24.997885999999998,108a1329
330,108年02月27日 18時01分00秒,新北市新店區安康路2段 / 新北市新店區安康路2段,死亡1;受傷0,自用大客車-大客車;普通重型-機車,121.506247,24.957972,108a1330
331,108年02月27日 18時10分00秒,新北市樹林區八德街232號前0.0公尺,死亡1;受傷0,自用-小客車;動力機械-其他車,121.41316200000001,24.970847,108a1331
332,108年02月27日 20時14分00秒,高雄市六龜區新興里二坡40號前0.0公尺前,死亡1;受傷0,自用-小客車,120.639559,22.921502,108a1332
333,108年02月28日 05時23分00秒,高雄市大寮區鳳林三路 / 高雄市大寮區萬丹路,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.39101699999999,22.612284,108a1333
334,108年02月28日 05時38分00秒,高雄市前鎮區一心一路 / 高雄市前鎮區籬仔內路,死亡1;受傷1,普通重型-機車;行人-人,120.320656,22.606913,108a1334
335,108年02月28日 13時05分00秒,桃園市平鎮區福龍路1段口 / 桃園市平鎮區福龍路1段口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.22946499999999,24.899587,108a1335
336,108年03月01日 15時25分00秒,臺北市文山區老泉街45巷前0.0公尺,死亡1;受傷0,自用-小客車;自用-小客車;行人-人,121.576342,24.970335000000002,108a1336
337,108年03月02日 11時22分30秒,雲林縣虎尾鎮延平里158甲公路肉品市場前,死亡2;受傷2,自用-小客車;乘客-人;乘客-人;乘客-人,120.414351,23.682607,108a1337
338,108年03月02日 18時50分00秒,屏東縣新埤鄉新華路與文化街,死亡1;受傷0,自用-小客車;行人-人,120.551175,22.46959,108a1338
339,108年03月02日 20時30分00秒,屏東縣九如鄉東寧路209巷39號前,死亡1;受傷0,普通重型-機車;自用-小客車;乘客-人;乘客-人,120.489949,22.731354999999997,108a1339
340,108年03月02日 22時03分00秒,宜蘭縣冬山鄉大進路159號前0.0公尺,死亡1;受傷0,自用-小客車,121.717685,24.639353,108a1340
341,108年03月03日 01時40分00秒,雲林縣斗南鎮大同路與世居巷口附近,死亡2;受傷0,自用-小客車;普通重型-機車;乘客-人,120.464045,23.694159,108a1341
342,108年03月03日 02時11分07秒,宜蘭縣宜蘭市中山路1段口 / 宜蘭縣宜蘭市公園路南側,死亡1;受傷2,普通重型-機車;自用-小客車;乘客-人;自用-小客車,121.759208,24.739932,108a1342
343,108年03月03日 08時22分00秒,高雄市岡山區山隙路 / 高雄市岡山區山隙路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.336878,22.82775,108a1343
344,108年03月03日 14時54分37秒,嘉義縣太保市北新里產業道路-燈桿編號:013377號,死亡1;受傷0,普通重型-機車,120.38308400000001,23.502294,108a1344
345,108年03月03日 15時20分45秒,臺南市左鎮區榮和里省道臺20線菜寮2號前0.0公尺,死亡1;受傷0,普通重型-機車;普通重型-機車,120.382274,23.065046,108a1345
346,108年03月04日 04時18分00秒,新竹縣湖口鄉長嶺路863巷前0.0公尺附近,死亡1;受傷1,行人-人;普通重型-機車,121.088251,24.893667999999998,108a1346
347,108年03月04日 06時40分00秒,高雄市鳥松區本館路 / 高雄市鳥松區清華街,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車,120.344475,22.647754,108a1347
348,108年03月04日 16時00分53秒,雲林縣林內鄉新光路1號前0.0公尺,死亡1;受傷0,自用-小客車,120.644972,23.767534,108a1348
349,108年03月04日 16時20分00秒,臺中市大肚區頂街里沙田路三段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.54308300000001,24.163028,108a1349
350,108年03月05日 13時02分00秒,高雄市小港區沿海三路 / 高雄市小港區沿海三路,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.37153500000001,22.53208,108a1350
351,108年03月05日 13時21分00秒,屏東縣新埤鄉民眾路,死亡1;受傷0,普通重型-機車;動力機械-其他車,120.584174,22.468408,108a1351
352,108年03月05日 15時12分00秒,臺東縣臺東市中華路1段875號,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.142926,22.746667000000002,108a1352
353,108年03月05日 18時20分00秒,桃園市龍潭區中原路2段312號前0.0公尺,死亡1;受傷0,普通重型-機車;其他特種車-特種車,121.195171,24.839251,108a1353
354,108年03月05日 20時48分00秒,嘉義縣番路鄉觸口村台18線32.1公里附近,死亡1;受傷0,自用-小客車,120.588605,23.444627,108a1354
355,108年03月06日 05時03分17秒,臺南市關廟區南雄路1段1010號前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.328961,22.956145000000003,108a1355
356,108年03月06日 09時05分00秒,臺南市北區東豐路口 / 臺南市北區東豐路,死亡1;受傷0,消防車-特種車;普通重型-機車,120.220721,23.002982,108a1356
357,108年03月06日 10時36分00秒,高雄市三民區建國三路 / 高雄市三民區中庸街,死亡1;受傷1,電動自行車-慢車;普通重型-機車,120.289327,22.635676,108a1357
358,108年03月06日 12時18分00秒,桃園市新屋區中山西路1段口 / 桃園市新屋區中山西路1段口,死亡1;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);自用-大貨車,121.093516,24.974466,108a1358
359,108年03月06日 12時45分00秒,屏東縣崁頂鄉社尾路17-52號,死亡1;受傷0,普通重型-機車,120.52253,22.504296,108a1359
360,108年03月06日 19時00分00秒,臺東縣臺東市知本路3段337號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,121.048247,22.707314999999998,108a1360
361,108年03月06日 21時04分00秒,高雄市大樹區九大路 / 高雄市大樹區九曲路,死亡1;受傷0,遊覽車-大客車;行人-人,120.4248,22.65236,108a1361
362,108年03月07日 03時43分00秒,苗栗縣通霄鎮國道3號 144公里400.0公尺處北側向內側,死亡1;受傷2,租賃車-小客車;乘客-人;乘客-人,120.70634199999999,24.499707,108a1362
363,108年03月07日 10時48分00秒,桃園市中壢區後興路1段270號前0.0公尺,死亡1;受傷0,普通重型-機車;普通重型-機車;自用-小客車,121.24359199999999,24.941057999999998,108a1363
364,108年03月07日 18時45分00秒,新北市泰山區大科一路219號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.432627,25.061234,108a1364
365,108年03月07日 18時54分00秒,新竹市香山區景觀大道第332042號燈桿,死亡1;受傷0,自用-小客車;普通重型-機車,120.95825900000001,24.759176999999998,108a1365
366,108年03月08日 05時47分00秒,宜蘭縣頭城鎮頭城大橋南端,死亡1;受傷1,自用-小客車;營業用-曳引車;乘客-人,121.816121,24.850102,108a1366
367,108年03月08日 07時05分00秒,彰化縣埔鹽鄉埔鹽村彰水路2段149弄前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.47106299999999,24.000326,108a1367
368,108年03月08日 10時05分00秒,宜蘭縣五結鄉三結一路口 / 宜蘭縣五結鄉三興路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.78069599999999,24.69715,108a1368
369,108年03月08日 17時40分00秒,屏東縣竹田鄉台一線與自強路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.545116,22.585409,108a1369
370,108年03月08日 22時32分00秒,嘉義市西區磚󿾨里友忠路 / 嘉義市西區磚󿾨里大統路,死亡1;受傷1,自用-小客車;普通重型-機車,120.42736399999998,23.469839999999998,108a1370
371,108年03月09日 16時45分50秒,彰化縣和美鎮國道3號 192公里200.0公尺處南側向中線,死亡1;受傷21,自用-小客車;遊覽車-大客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,120.528462,24.126723000000002,108a1371
372,108年03月09日 18時28分18秒,屏東縣內埔鄉隘寮村清涼路1段276號前0.0公尺,死亡1;受傷0,普通重型-機車;行人-人,120.62801699999999,22.694514,108a1372
373,108年03月10日 05時59分00秒,新北市三重區中正北路430號前0.0公尺,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),121.47442,25.071123,108a1373
374,108年03月10日 10時53分00秒,高雄市鳥松區圓山路2-8號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.34644399999999,22.654692,108a1374
375,108年03月10日 21時13分21秒,臺南市下營區台19甲線 12公里400.0公尺處南側向路肩,死亡1;受傷0,普通重型-機車,120.271254,23.210114,108a1375
376,108年03月10日 23時58分09秒,新竹市東區光復路一段329-1號,死亡1;受傷0,自用-小客車;普通重型-機車,121.018624,24.78235,108a1376
377,108年03月11日 07時19分00秒,雲林縣土庫鎮埤腳里雲101公路崙內83電桿,死亡1;受傷0,普通重型-機車,120.351325,23.67634,108a1377
378,108年03月11日 08時40分26秒,嘉義縣鹿草鄉碧潭村頂潭167之2號前,死亡1;受傷0,自用-小客車,120.30251299999999,23.386484,108a1378
379,108年03月11日 14時00分00秒,南投縣仁愛鄉投89線13公里往翠華村部落便道下方400公尺處,死亡1;受傷1,自用-小客車;乘客-人,121.20786799999999,24.182584,108a1379
380,108年03月11日 16時52分00秒,屏東縣內埔鄉建興村大新路口 / 屏東縣內埔鄉建興村建興路口,死亡1;受傷1,普通重型-機車;自用-大貨車;乘客-人,120.576342,22.661692000000002,108a1380
381,108年03月11日 19時23分00秒,屏東縣南州鄉七塊路4號前0.0公尺,死亡1;受傷0,普通重型-機車,120.503473,22.478369,108a1381
382,108年03月12日 05時37分34秒,宜蘭縣羅東鎮純精路2段口 / 宜蘭縣羅東鎮培英路口,死亡1;受傷0,腳踏自行車-慢車;租賃車-小客車,121.763548,24.677108,108a1382
383,108年03月12日 17時01分00秒,桃園市大溪區埔頂路2段474巷前0.0公尺附近,死亡1;受傷0,普通重型-機車,121.281456,24.918836,108a1383
384,108年03月12日 17時03分00秒,嘉義縣東石鄉頂楫村村里道路(頂楫28 分3分9南2西2電桿),死亡1;受傷2,自用-小客車;乘客-人;乘客-人;乘客-人,120.20628300000001,23.492002,108a1384
385,108年03月12日 19時12分00秒,臺北市中正區忠孝西路1段 / 臺北市中正區重慶北路1段,死亡1;受傷0,民營公車-大客車;行人-人,121.51324299999999,25.047403,108a1385
386,108年03月12日 22時27分00秒,彰化縣員林市大明里員集路2段28號前0.0公尺前,死亡1;受傷1,自用-小客車;普通重型-機車;自用-小客車;自用-小客車;乘客-人,120.57602,23.936111999999998,108a1386
387,108年03月12日 23時40分00秒,屏東縣長治鄉繁華路與忠孝路口,死亡1;受傷2,自用-小客車;普通重型-機車;乘客-人,120.591495,22.691523,108a1387
388,108年03月13日 20時40分00秒,高雄市苓雅區三多二路 / 高雄市苓雅區凱旋二路,死亡1;受傷2,自用-小客車;普通重型-機車;乘客-人;乘客-人,120.326846,22.62138,108a1388
389,108年03月13日 23時10分00秒,新北市三芝區北101線道前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車,121.503844,25.257621,108a1389
390,108年03月14日 04時17分00秒,雲林縣西螺鎮中興里福來路與中山路,死亡1;受傷5,自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,120.450231,23.798745,108a1390
391,108年03月14日 06時30分00秒,高雄市旗山區台29省道77公里處號前0.0公尺,死亡1;受傷0,普通重型-機車,120.45568,22.789023,108a1391
392,108年03月14日 07時36分00秒,新北市五股區疏洪一路前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車;自用-小貨車(含客、貨兩用),121.458371,25.075385,108a1392
393,108年03月14日 09時53分00秒,桃園市新屋區三民路東側 / 桃園市新屋區中興路東側,死亡1;受傷0,營業用-半聯結車;普通重型-機車,121.100678,24.969576,108a1393
394,108年03月14日 14時57分02秒,嘉義縣六腳鄉六南村台19線80.3公里處十字橋便道。,死亡1;受傷1,普通重型-機車;普通重型-機車,120.250541,23.496010000000002,108a1394
395,108年03月14日 22時34分00秒,高雄市大樹區姑山路2-4號前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,120.43982,22.709063,108a1395
396,108年03月15日 01時30分44秒,屏東縣新埤鄉玉環新村玉環路段(餉潭大橋北端),死亡1;受傷0,普通重型-機車,120.590332,22.495537,108a1396
397,108年03月15日 11時20分00秒,臺中市潭子區東寶里雅潭路三段7-5號前0.0公尺,死亡1;受傷0,電動自行車-慢車,120.68168,24.215865,108a1397
398,108年03月15日 16時10分00秒,新北市新店區祥和路129636燈桿號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.515125,24.968392,108a1398
399,108年03月16日 01時09分00秒,新北市永和區福和橋往永和道路前0.0公尺,死亡1;受傷2,行人-人;普通重型-機車;乘客-人,121.513888,25.007958,108a1399
400,108年03月16日 03時09分01秒,雲林縣口湖鄉台17線 102公里600.0公尺處北側向外側,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.156821,23.567617000000002,108a1400
401,108年03月16日 06時56分00秒,桃園市蘆竹區大竹路口 / 桃園市蘆竹區南竹路5段口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;自用-小客車,121.257952,25.024994,108a1401
402,108年03月16日 09時30分00秒,高雄市美濃區中正路2段370號前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.5341,22.88213,108a1402
403,108年03月16日 13時07分00秒,臺南市七股區南36 5公里520.0公尺處口,死亡1;受傷0,自用-小客車;普通重型-機車,120.16852800000001,23.117253,108a1403
404,108年03月16日 15時41分00秒,苗栗縣頭份市尖豐路631號前,死亡1;受傷0,動力機械-其他車;普通重型-機車;自用-小貨車(含客、貨兩用),120.88373600000001,24.645472,108a1404
405,108年03月16日 16時00分00秒,臺南市下營區西連里西連1號之21前路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.2566,23.208821,108a1405
406,108年03月16日 18時30分07秒,南投縣鹿谷鄉鹿谷村中正路2段220號前,死亡1;受傷1,大型重型1(550C.C.以上)-機車;行人-人,120.74976699999999,23.750194,108a1406
407,108年03月16日 18時55分00秒,彰化縣福興鄉番社村柳橋路6段前6.5公尺北側,死亡1;受傷1,普通重型-機車;自用-小客車;普通重型-機車,120.43388999999999,24.057203,108a1407
408,108年03月16日 19時48分00秒,高雄市新興區民生一路93號前0.0公尺左,死亡1;受傷0,自用-小客車;行人-人,120.3117,22.62773,108a1408
409,108年03月16日 19時50分02秒,嘉義縣東石鄉東崙村59之30號旁產業道路往北100公尺處,死亡1;受傷0,普通重型-機車;拖車(架)-其他車,120.184597,23.436298,108a1409
410,108年03月16日 22時13分27秒,臺南市歸仁區大廟里南丁路712號,死亡1;受傷0,普通重型-機車,120.27805500000001,22.991367999999998,108a1410
411,108年03月17日 11時35分16秒,雲林縣莿桐鄉和平路北側 / 雲林縣莿桐鄉產業道路,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,120.50250700000001,23.761008,108a1411
412,108年03月17日 14時33分00秒,花蓮縣吉安鄉吉安路6段前0.0公尺,死亡1;受傷0,自用-小客車;乘客-人,121.524376,23.948522,108a1412
413,108年03月17日 14時54分00秒,高雄市前金區文武一街 / 高雄市前金區榮安街,死亡1;受傷0,自用-小客車;普通輕型-機車,120.29425800000001,22.631229,108a1413
414,108年03月17日 15時25分00秒,臺南市善化區胡厝里區道南128-1線百二甲2之8號前0.0公尺,死亡1;受傷0,普通重型-機車,120.273582,23.140789,108a1414
415,108年03月17日 21時45分00秒,臺北市內湖區港墘路 / 臺北市內湖區瑞光路,死亡1;受傷0,租賃車-小客車;普通重型-機車,121.57493600000001,25.076393,108a1415
416,108年03月17日 22時50分11秒,桃園市大園區西濱路與中央北路口,死亡1;受傷0,自用-小客車;行人-人,121.216081,25.105224,108a1416
417,108年03月18日 03時13分00秒,臺中市南屯區國道1號 182公里100.0公尺處南側向交流道,死亡1;受傷1,自用-小客車;乘客-人,120.617829,24.138835,108a1417
418,108年03月18日 10時28分00秒,高雄市旗山區中華路 / 高雄市旗山區中華路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.5,22.88654,108a1418
419,108年03月18日 14時37分00秒,臺中市北屯區平德里文心路四段前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-小貨車(含客、貨兩用),120.6834,24.1723,108a1419
420,108年03月19日 02時40分42秒,宜蘭縣頭城鎮北宜路一段路燈桿04846號前,死亡1;受傷0,普通重型-機車,121.796476,24.854119,108a1420
421,108年03月19日 11時00分00秒,屏東縣枋山鄉台1線 446公里300.0公尺處南側向內側,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.65298700000001,22.261013000000002,108a1421
422,108年03月19日 17時39分00秒,臺中市外埔區大東里甲后路五段308號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車,120.634948,24.34432,108a1422
423,108年03月19日 18時03分08秒,花蓮縣玉里鎮台30線 12公里300.0公尺處附近,死亡1;受傷0,普通重型-機車,121.306491,23.311535,108a1423
424,108年03月19日 22時00分00秒,彰化縣秀水鄉安東村彰水路1段 / 彰化縣秀水鄉安東村彰水路1段,死亡1;受傷0,自用-小客車;普通重型-機車,120.50702199999999,24.044298,108a1424
425,108年03月20日 10時05分00秒,臺北市北投區承德路7段 / 臺北市北投區承德路7段,死亡1;受傷0,營業用-大貨車;普通重型-機車,121.501544,25.119577,108a1425
426,108年03月20日 12時08分00秒,高雄市大樹區竹寮路114-16號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.426061,22.660722,108a1426
427,108年03月21日 06時21分00秒,屏東縣屏東市復興路口 / 屏東縣屏東市復興路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.487925,22.663176,108a1427
428,108年03月21日 07時42分00秒,臺中市東勢區北興里豐勢路596號前0.0公尺,死亡1;受傷0,自用-小客車;電動自行車-慢車,120.826403,24.260268,108a1428
429,108年03月21日 09時26分00秒,嘉義市西區紅瓦里重慶一街432號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);電動自行車-慢車,120.4294,23.46122,108a1429
430,108年03月21日 10時30分00秒,高雄市前鎮區同安路 / 高雄市前鎮區衙仁街,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車,120.319363,22.584551,108a1430
431,108年03月21日 10時58分00秒,高雄市三民區國道1號 364公里400.0公尺處南側向中內,死亡1;受傷1,營業用-半聯結車;自用-大貨車;自用-小客車;營業用-半聯結車;營業用-半聯結車,120.333205,22.656457999999997,108a1431
432,108年03月21日 14時33分00秒,臺中市潭子區栗林里中山路三段287巷9弄96號前0.0公尺,死亡1;受傷0,營業用-小貨車(含客、貨兩用);普通重型-機車,120.702845,24.226732000000002,108a1432
433,108年03月21日 16時09分18秒,屏東縣屏東市勝利東路87號前0.0公尺南側,死亡1;受傷0,自用大客車-大客車;普通輕型-機車;自用-小貨車(含客、貨兩用),120.49583500000001,22.677808,108a1433
434,108年03月21日 16時51分00秒,南投縣仁愛鄉台14線 82公里100.0公尺處,死亡1;受傷0,普通重型-機車,121.088298,24.004426000000002,108a1434
435,108年03月21日 23時30分00秒,彰化縣溪湖鎮東溪里員鹿路1段477號前0.0公尺前,死亡1;受傷1,腳踏自行車-慢車;自用-小客車;乘客-人,120.460195,24.007522,108a1435
436,108年03月22日 05時57分00秒,高雄市鳳山區保成一路 / 高雄市鳳山區南華一路,死亡1;受傷0,動力機械-其他車;普通重型-機車,120.352723,22.591051999999998,108a1436
437,108年03月22日 13時50分21秒,臺南市麻豆區南勢里市道176線口 / 臺南市麻豆區南勢里區道南61線口,死亡1;受傷0,普通重型-機車;民營公車-大客車,120.26198400000001,23.19185,108a1437
